"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613612003","167.278.1.1.1.1.2.3","45","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613612004","167.278.1.1.1.1.2.4","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613612006","167.278.1.1.1.1.3.2","39","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Parks, recreation, leisure, fitness, and kinesiology [31.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613612007","167.278.1.1.1.1.3.3","69","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613614546","167.324.1.1.1.1.2.2","51","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613614547","167.324.1.1.1.1.2.3","87","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613614548","167.324.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613614550","167.324.1.1.1.1.3.2","147","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613614551","167.324.1.1.1.1.3.3","276","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Science technologies/technicians [41.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613614552","167.324.1.1.1.1.3.4","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613616078","167.330.1.1.1.1.2.2","48","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613616079","167.330.1.1.1.1.2.3","300","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613616080","167.330.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613616082","167.330.1.1.1.1.3.2","6","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Psychology [42.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613616083","167.330.1.1.1.1.3.3","21","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613617652","167.335.1.1.1.1.2.2","495","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613617653","167.335.1.1.1.1.2.3","357","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613617654","167.335.1.1.1.1.2.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613617656","167.335.1.1.1.1.3.2","57","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613617657","167.335.1.1.1.1.3.3","75","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613617658","167.335.1.1.1.1.3.4","3","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Security and protective services [43.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613617660","167.335.1.1.1.1.4.2","0","","","","0"
"2022/2023","Seneca College of Applied Arts and Technology, Ontario","","Public administration and social service professions [44.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613621208","167.341.1.1.1.1.2.2","159","","","","0"
